Timestamp,How many years have you been doing data visualization?,What is your educational background?,How did you learn to create data visualization?,Did you set out to work in data visualization or did you fall into it?,Is this your first job doing data visualization?,What is your official job title?,Is your total compensation in-line with Software Engineers and UX/UI/Designer roles at your level?,What focus is data visualization in your work?,For your current role or the majority of your projects: were you hired to do data visualization only or is data visualization a part of your job/project description?,What's your employment status,How is your organization using data visualization?,Is there a separate group that does data visualizations or are you embedded in another group? (data science UX UI web data engineering IT etc),What level of data visualizations are used at your organization?,Are data visualization specialists represented in the leadership of your organization?,Data visualization roles at your organization are found in what part of the organization?,Percent of your day focused on creating/implementing/productizing data visualizations?,Percent of your day focused on data engineering?,Percent of your day focused on data science?,Percent of your day focused on design?,Percent of your day focused on data prep work?,What technologies do you use to visualize data?,Are you able to choose your own tools or are the choices made for you?,How do you present your data visualizations?,Which of these charts have you used in production in the last 6 months:,Who do you make data visualizations for?,What knowledge level do they have of the data you are visualizing for them?,How often do they consume your data visualizations?,What do they use your data visualizations for?,How would you describe the relationship?,What is your biggest frustration with your job?,What is your biggest frustration with doing data visualization in your job?,If you could change one thing about your job what would it be?,If you could change one thing about your data visualization work what would it be?,What do you think other people in your organization just don‰Ûªt get about the data visualization work that you do?,What one change would make your job better?,What community support / discussions / advice would you want to see from data visualization thought leaders?,Who do you look to as a thought leader in data visualization?,Do you want to spend more time or less time visualizing data in the future?,Gender,Age,Where do you live?,What‰Ûªs your ethnicity?,The organization you work for is in which of the following?
3/2/17 23:29,5,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Senior Urban Planner,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Marketing;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts;General charting libraries;Completely custom;GIS,Yes,Design,5,15,15,15,10,Illustrator;Excel;Tableau;D3;Leaflet;Mapbox;Other Javascript;ggplot;Other R;QGIS,I'm able to choose my own tools.,Dashboard;Static Web Page;Documents;Presentations;Email,Line Chart;Bar Chart;Network Diagram;Choropleth Map;Raster Map,General Public;Analysts;Project Managers;Executives,Intro;Moderate,Daily,Analysis;Learning;Political decision making ,Consultative,Lack of audience knowledge (have to train them!),Not having time to learn all the great tools that are out there.,More focus on the most interesting g data and viz problems,Design more interactive-first  and less static materials designed to work on a web page or PDF ,The underlying logic and design philosophy ,More focus on designing for the internet- less on antiquated print media,,Hadley Wickham,Much more,male,26 - 35,USA or Canada,white,Private sector
3/3/17 16:57,10,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,PhD Student,Data Visualization Role has higher compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Student,,,,,,10,10,10,0,10,Illustrator;Plotly;D3;Leaflet;WebGL;ggplot;Other Python;Other Network Visualization Suite,I'm able to choose my own tools.,Static Web Page;Documents;Presentations;Email,Line Chart;Bar Chart;Treemap;Network Diagram;Flow Diagram,Scientists,Expert,Weekly,Research,Collaborative,people don't take communicating their results seriously,i wish ggplot was part of python,$,,,,,Hadley Wickham,Same,male,36 - 45,USA or Canada,white,Public sector
3/3/17 19:28,1,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Operations Analyst,Data Visualization Role has Lower compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts,No,"no specific ""data viz"" roles. just part of some roles.",10,5,15,10,60,Excel;Plotly;ggplot;Other R,I'm able to choose my own tools.,Dashboard;Documents;Presentations,Line Chart;Bar Chart;Network Diagram,Project Managers;Executives,Moderate,Daily,Analysis;Summarization;making themselves look good,Collaborative,My version of R is so old- damn it. I have to use plyr instead of dplyr. WTF.,old R,Besides money- newest version of R. A smoothie bar would be nice too.,New version of R so I can blow people's minds with 3d- interactive bliss.,That R is a free download for God sake. Let me get the new one.,Forecasting tournaments or something fun/nerdy like that.,"No pretentious TedTalk-type garbage. Discussions re: how non-data people (see: ""normal"") people best absorb different types of information. I want to blow people's minds- but more than that- I want to effectively communicate with visuals.",Hadley Wickham,More,male,25 or younger,USA or Canada,white,Private sector
3/5/17 12:26,5,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Research Scientist,Data Visualization Role has same compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts;General charting libraries;Completely custom,No,Engineering;Research,10,25,30,10,30,Plotly;ggplot;Other R;QGIS;Gephi,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Network Diagram;Raster Map;Flow Diagram,Analysts;Engineers;Scientists;Medical Professionals;Executives,Intro;Moderate,Weekly,Analysis;Learning;Research,Consultative,lack of good data prep tools,,strengthen the statistical capabilities in my team,more interactive vis.,the possibilities in visualisations- if you work with it,,,Hadley Wickham,More,male,26 - 35,Europe,white,Not-for-profit
3/5/17 19:40,6,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,Data mining specialist,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts,No,,10,30,30,20,30,Excel;Tableau;Microstrategy;ggplot;Other R;ArcGIS;QGIS;Gephi,We have a set list of tools we're expected to use for data visualization.,Documents;Presentations,Line Chart;Bar Chart;Network Diagram;Choropleth Map;Flow Diagram,Analysts;Medical Professionals;Project Managers;Executives,Moderate,Monthly,Analysis;Summarization;Research,Consultative,Forced to use SPSS Modeler,No Tableau,Freedom to use best tool for each task,Communicate network analysis better,They don't yet get how valuable data visualization is as a means of communication and explanation.,Freedom to use the right tool for each task.,Real life case studies.,Hadley Wickham,More,male,26 - 35,USA or Canada,white,Private sector
2/28/17 9:10,1,Bachelors,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,Freelancer,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Student,,,,,,10,15,5,0,17.5,ggplot;Other R,I'm able to choose my own tools.,Dashboard;Presentations,Line Chart;Bar Chart;Choropleth Map,General Public;Students,Intro,,Summarization;Learning,Collaborative,Not enough time to learn new tools,Choosing the right visualization method ,,,The amount of thought and preparatory work it takes ,,,Hadley Wickham;Tufte,More,male,26 - 35,USA or Canada,white,
2/28/17 12:15,2,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Data Scientist,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Exploration,Embedded in another team,ggplot2/Pandas Charts,No,Research,40,30,100,10,10,ggplot,I'm able to choose my own tools.,Embedded in a tool;Documents;Presentations,Line Chart;Bar Chart;Dendrogram,Analysts;Scientists;Project Managers,Moderate,Weekly,Analysis;Summarization;Learning;Research,Collaborative,Underpayed,Not appreciated enough,Better colleagues,Spend more time learning new libraries,The amount of time spent getting the data in right format,More free time,More meetups,Hadley Wickham;Tufte,Much more,male,26 - 35,Europe,white,Private sector
2/28/17 8:00,3,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,Research Associate,Data Visualization Role has Lower compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Summary/Overview;Exploration,Embedded in another team,ggplot2/Pandas Charts,No,Design;Research,10,0,50,10,30,Plotly;D3;ggplot;Other R,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Documents;Presentations,Line Chart;Bar Chart;Infographics;Choropleth Map,General Public;Analysts,Moderate,Monthly,Summarization;Research,Consultative,Not much of an opportunity for advancement,Lack of opportunity for independent exploration or creativity,,,,,,Hadley Wickham;Mike Bostock,More,male,26 - 35,USA or Canada,white,Not-for-profit
2/27/17 14:11,7,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,Trait Project Lead,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview,Both,Business Intelligence Tools;ggplot2/Pandas Charts;General charting libraries,No,Marketing;Research;IT,5,1,5,1,10,Tableau;Plotly;D3;Leaflet;ggplot;Other R;Java,I'm able to choose my own tools.,Static Web Page;Documents;Presentations;Email,Line Chart;Network Diagram;Choropleth Map;Raster Map,Scientists;Project Managers,Moderate,Quarterly,Analysis;Summarization;Research,Subordinate,Involvement,munging time > vis time,Stakeholder buy-in,Simpler modeling ,How valuable it is and how much time it takes to do well. ,Focus on fewer things,Easier ways to build interactivity and modify it to fit purpose,Hadley Wickham;Mike Bostock;Carson Sievert,More,male,36 - 45,USA or Canada,white,Private sector
2/28/17 5:19,3,Technical School,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Interactives developer/datavisualization,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Hired to do data visualization,Full-time,Communication,Embedded in another team,Completely custom,No,Design,80,0,0,30,30,Illustrator;Excel;D3;Processing;Other Javascript;ggplot,I'm able to choose my own tools.,Embedded in a tool;Static Web Page,Line Chart;Bar Chart;Infographics;Choropleth Map;Raster Map,General Public,Intro,Daily,Entertainment,Subordinate,Learning- appreciation,appreciation,Self-demand,Greater professionalism-  be able of competing at international level ,they dont know about what data visualization actually is,know about what others are doing- know about places and time necesary to develop,Spread the message!,Hadley Wickham;Mike Bostock;Jason Davies;Philippe RiviÌ¬re,Much more,male,26 - 35,Europe,white,Private sector
2/28/17 2:31,2,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,Intern,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Student,,,,,,10,10,40,0,10,ggplot,I'm able to choose my own tools.,Documents;Presentations,Line Chart;Bar Chart;Dendrogram;Beeswarm,Scientists,Moderate,Weekly,Research,Collaborative,Working on wrong hypothesis ,Not easily interactive ,,More interactive ,,Cross language support for visualization tools (ggplot on the jvm),"Mechanism to communicate iterative process to arrive at a result. For example ""better"" notebooks which allow the visualization of the process without cluttering the main story.",Hadley Wickham;Mike Bostock;NYT;Nathan Yau,Same,male,25 or younger,Europe,white,Public sector
2/28/17 0:28,8,Other,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,MI Analyst,Data Visualization Role has Lower compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Communication,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts;Completely custom,No,IT,10,45,10,5,30,Excel;Plotly;Other BI;D3;Leaflet;ggplot;Other R,I'm able to choose my own tools.,Dashboard;Static Web Page;Documents;Presentations;Email,Line Chart;Bar Chart;Treemap;Choropleth Map;Scatter;heat map;box plot,Product Managers;Project Managers;Executives,Expert,Daily,Analysis;Summarization,Consultative,Poor specifications,Lack of options for delivery,Proper project management prior to commencing work,Use of an online repository for delivery of dynamic reporting,The time and effort taken to produce a meaningful visualisation that can be easily consumed,Agreed and well thought out specifications,,Hadley Wickham;Nadieh Bremer;Mike Bostock,More,male,36 - 45,Europe,,Private sector
2/27/17 14:27,1,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Graduate Student,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Student,,,,,,5,1,5,5,10,Excel;Tableau;Plotly;ggplot,I'm able to choose my own tools.,Documents;Presentations,Line Chart;Bar Chart;Raster Map,General Public;Scientists,Moderate,Quarterly,Analysis;Summarization;Research,Consultative,,Not knowing the programming languages necessary for online interactive viz,,,That they could do it too if they spent the time to learn,,,Hadley Wickham;Nadieh Bremer;Nathan Yau,More,male,26 - 35,USA or Canada,white,Public sector
